descripcion;mes;sum
VAINITA CRIOLLA;5;0
VAINITA CRIOLLA;6;0
VAINITA CRIOLLA;7;0
VAINITA CRIOLLA;8;10
VAINITA CRIOLLA;9;0
VAINITA CRIOLLA;10;0
VAINITA CRIOLLA;11;4
VAINITA CRIOLLA;12;12
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);1;6726
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);2;6293
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);3;5807
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);4;6287
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);5;8779
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);6;9755
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);7;10319
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);8;10798
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);9;10365
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);10;10495
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);11;7237
YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL);12;5378
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);1;11
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);2;73
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);3;42
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);4;175
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);5;10
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);6;25
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);7;30
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);8;64
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);9;0
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);10;48
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);11;11
YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV);12;148
ZANAHORIA (CRIOLLA-SERRANA);1;47443
ZANAHORIA (CRIOLLA-SERRANA);2;44504
ZANAHORIA (CRIOLLA-SERRANA);3;47240
ZANAHORIA (CRIOLLA-SERRANA);4;37034
ZANAHORIA (CRIOLLA-SERRANA);5;35174
ZANAHORIA (CRIOLLA-SERRANA);6;35565
ZANAHORIA (CRIOLLA-SERRANA);7;37397
ZANAHORIA (CRIOLLA-SERRANA);8;38888
ZANAHORIA (CRIOLLA-SERRANA);9;39490
ZANAHORIA (CRIOLLA-SERRANA);10;41888
ZANAHORIA (CRIOLLA-SERRANA);11;41069
ZANAHORIA (CRIOLLA-SERRANA);12;34922
ZANAHORIA IMPORTADA;1;0
ZANAHORIA IMPORTADA;2;0
ZANAHORIA IMPORTADA;3;0
ZANAHORIA IMPORTADA;4;0
ZANAHORIA IMPORTADA;5;0
ZANAHORIA IMPORTADA;6;0
ZANAHORIA IMPORTADA;7;0
ZANAHORIA IMPORTADA;8;1
ZANAHORIA IMPORTADA;9;0
ZANAHORIA IMPORTADA;10;0
ZANAHORIA IMPORTADA;11;0
ZANAHORIA IMPORTADA;12;0
ZAPALLO AVINCA;1;0
ZAPALLO AVINCA;2;0
ZAPALLO AVINCA;3;0
ZAPALLO AVINCA;4;3
ZAPALLO AVINCA;5;6
ZAPALLO AVINCA;6;0
ZAPALLO AVINCA;7;0
ZAPALLO AVINCA;8;0
ZAPALLO AVINCA;9;0
ZAPALLO AVINCA;10;26
ZAPALLO AVINCA;11;0
ZAPALLO AVINCA;12;0
ZAPALLO ITALIANO;1;2
ZAPALLO ITALIANO;2;1
ZAPALLO ITALIANO;3;1
ZAPALLO ITALIANO;4;3
ZAPALLO ITALIANO;5;5
ZAPALLO ITALIANO;6;6
ZAPALLO ITALIANO;7;2
ZAPALLO ITALIANO;8;5
ZAPALLO ITALIANO;9;4
ZAPALLO ITALIANO;10;10
ZAPALLO ITALIANO;11;15
ZAPALLO ITALIANO;12;10
ZAPALLO LOCHE;1;0
ZAPALLO LOCHE;2;8
ZAPALLO LOCHE;3;0
ZAPALLO LOCHE;4;1
ZAPALLO LOCHE;5;8
ZAPALLO LOCHE;6;5
ZAPALLO LOCHE;7;1
ZAPALLO LOCHE;8;2
ZAPALLO LOCHE;9;0
ZAPALLO LOCHE;10;1
ZAPALLO LOCHE;11;6
ZAPALLO LOCHE;12;4
ZAPALLO MACRE(COSTA/SIERRA/SELVA);1;8226
ZAPALLO MACRE(COSTA/SIERRA/SELVA);2;6746
ZAPALLO MACRE(COSTA/SIERRA/SELVA);3;7399
ZAPALLO MACRE(COSTA/SIERRA/SELVA);4;6385
ZAPALLO MACRE(COSTA/SIERRA/SELVA);5;6935
ZAPALLO MACRE(COSTA/SIERRA/SELVA);6;7082
ZAPALLO MACRE(COSTA/SIERRA/SELVA);7;6782
ZAPALLO MACRE(COSTA/SIERRA/SELVA);8;7021
ZAPALLO MACRE(COSTA/SIERRA/SELVA);9;6625
ZAPALLO MACRE(COSTA/SIERRA/SELVA);10;6665
ZAPALLO MACRE(COSTA/SIERRA/SELVA);11;6383
ZAPALLO MACRE(COSTA/SIERRA/SELVA);12;5791
